0	,	1.01008181
0.003472	,	1.00903747
0.006944	,	1.01130492
0.010417	,	1.0094041
0.013889	,	1.01054035
0.017361	,	1.01085446
0.020833	,	1.00987577
0.024306	,	1.00906878
0.027778	,	1.01139582
0.03125	,	1.01052318
0.034722	,	1.00964347
0.038194	,	1.00763054
0.041667	,	1.01000909
0.045139	,	1.01014443
0.048611	,	1.0103838
0.052083	,	1.01053631
0.055556	,	1.01248965
0.059028	,	1.01082012
0.0625	,	1.01024038
0.065972	,	1.00946167
0.069444	,	1.01085547
0.072917	,	1.01031108
0.076389	,	1.01006868
0.079861	,	1.00972023
0.083333	,	1.01080396
0.086806	,	1.00812847
0.090278	,	1.01029896
0.09375	,	1.00912433
0.097222	,	1.00967579
0.100694	,	1.00945662
0.104167	,	1.00753055
0.107639	,	1.01152914
0.111111	,	1.00906878
0.114583	,	1.01066054
0.118056	,	1.01032017
0.121528	,	1.00853146
0.125	,	1.01043834
0.128472	,	1.00975053
0.131944	,	1.01046662
0.135417	,	1.01129482
0.138889	,	1.01070599
0.142361	,	1.01008484
0.145833	,	1.01002626
0.149306	,	1.00897586
0.152778	,	1.01098071
0.15625	,	1.01076861
0.159722	,	1.0107575
0.163194	,	1.00978689
0.166667	,	1.00961115
0.170139	,	1.01115443
0.173611	,	1.00715382
0.177083	,	1.00931017
0.180556	,	1.00977376
0.184028	,	1.00994041
0.1875	,	1.00916473
0.190972	,	1.01082517
0.194444	,	1.00963438
0.197917	,	1.00983436
0.201389	,	1.00979901
0.204861	,	1.00802949
0.208333	,	1.00988385
0.211806	,	1.00878598
0.215278	,	1.01025048
0.21875	,	1.00840117
0.222222	,	1.01275831
0.225694	,	1.00943036
0.229167	,	1.01166044
0.232639	,	1.01128573
0.236111	,	1.01121907
0.239583	,	1.01014847
0.243056	,	1.01040097
0.246528	,	1.00924654
0.25	,	1.01101404
0.253472	,	1.01017069
0.256944	,	1.01017372
0.260417	,	1.00984446
0.263889	,	1.01155237
0.267361	,	1.00931421
0.270833	,	1.00933441
0.274306	,	1.00979699
0.277778	,	1.01143622
0.28125	,	1.01025553
0.284722	,	1.0091213
0.288194	,	1.01201192
0.291667	,	1.00972629
0.295139	,	1.00967074
0.298611	,	1.01052015
0.302083	,	1.01062519
0.305556	,	1.01074336
0.309028	,	1.00927078
0.3125	,	1.00936976
0.315972	,	1.00975255
0.319444	,	1.00972528
0.322917	,	1.00908191
0.326389	,	1.00919503
0.329861	,	1.00867286
0.333333	,	1.01016261
0.336806	,	1.01100394
0.340278	,	1.01151197
0.34375	,	1.00960105
0.347222	,	1.011111
0.350694	,	1.01100596
0.354167	,	1.0116867
0.357639	,	1.00969498
0.361111	,	1.01001717
0.364583	,	1.00740834
0.368056	,	1.01008484
0.371528	,	1.00800525
0.375	,	1.00921119
0.378472	,	1.01003434
0.381944	,	1.01060196
0.385417	,	1.00965963
0.388889	,	1.00968084
0.392361	,	1.00941925
0.395833	,	1.00982931
0.399306	,	1.00977174
0.402778	,	1.01053328
0.40625	,	1.0091819
0.409722	,	1.0079699
0.413194	,	1.00929199
0.416667	,	1.0088789
0.420139	,	1.00978689
0.423611	,	1.01055954
0.427083	,	1.01116655
0.430556	,	1.00958287
0.434028	,	1.01083729
0.4375	,	1.00983436
0.440972	,	1.01129785
0.444444	,	1.01077467
0.447917	,	1.00998586
0.451389	,	1.0109292
0.454861	,	1.0094445
0.458333	,	1.00991213
0.461806	,	1.00929805
0.465278	,	1.01092011
0.46875	,	1.00922634
0.472222	,	1.0098687
0.475694	,	1.00963034
0.479167	,	1.00936067
0.482639	,	1.00844662
0.486111	,	1.00956772
0.489583	,	1.01002828
0.493056	,	1.00966266
0.496528	,	1.00976467
0.5	,	1.0102727
0.503472	,	1.01079184
0.506944	,	1.0107979
0.510417	,	1.00959701
0.513889	,	1.01043632
0.517361	,	1.00857085
0.520833	,	1.00981315
0.524306	,	1.01037067
0.527778	,	1.00925866
0.53125	,	1.00930916
0.534722	,	1.00904656
0.538194	,	1.01074134
0.541667	,	1.00793354
0.545139	,	1.01031108
0.548611	,	1.00997879
0.552083	,	1.00986668
0.555556	,	1.01033027
0.559028	,	1.00940713
0.5625	,	1.01042723
0.565972	,	1.00909807
0.569444	,	1.00994748
0.572917	,	1.01056156
0.576389	,	1.0097071
0.579861	,	1.00955964
0.583333	,	1.01077669
0.586806	,	1.00960913
0.590278	,	1.00973134
0.59375	,	1.01133825
0.597222	,	1.01117463
0.600694	,	1.01024341
0.604167	,	1.01038279
0.607639	,	1.01057671
0.611111	,	1.00889405
0.614583	,	1.00970508
0.618056	,	1.01025351
0.621528	,	1.01086153
0.625	,	1.0108888
0.628472	,	1.01074437
0.631944	,	1.01103323
0.635417	,	1.00964145
0.638889	,	1.01231694
0.642361	,	1.01203414
0.645833	,	1.01017473
0.649306	,	1.00988486
0.652778	,	1.00919907
0.65625	,	1.01078881
0.659722	,	1.01234522
0.663194	,	1.01124129
0.666667	,	1.01011817
0.670139	,	1.00856176
0.673611	,	1.0097172
0.677083	,	1.00982931
0.680556	,	1.00923038
0.684028	,	1.01000303
0.6875	,	1.01106555
0.690972	,	1.01107464
0.694444	,	1.01291082
0.697917	,	1.00996869
0.701389	,	1.00963135
0.704861	,	1.01082012
0.708333	,	1.01067468
0.711806	,	1.0100707
0.715278	,	1.01046763
0.71875	,	1.0112423
0.722222	,	1.00885163
0.725694	,	1.01151803
0.729167	,	1.00943844
0.732639	,	1.00959095
0.736111	,	1.01144329
0.739583	,	1.00996667
0.743056	,	1.0098485
0.746528	,	1.00964246
0.75	,	1.01023331
0.753472	,	1.00901929
0.756944	,	1.01056156
0.760417	,	1.01032421
0.763889	,	1.00891627
0.767361	,	1.00931017
0.770833	,	1.01088274
